"AnimalNumber","AnimalType","AnimalName","Age","ColorAndBreed","Stage","Location","SubLocation","DateOfBirth","Sex","AnimalWeight","NumberOfPictures","IntakeDateTime","ARN","MicrochipNumber"
"A0060541477","Dog","Jinkx Monsoon","05 year(s) 01 month(s) 06 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","2/27/2021 12:00 AM","N","32.8","3","2/26/2026 01:26 PM","L2-BR","941010004079135"
"A0060542697","Dog","Onyx","01 year(s) 01 month(s) 06 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 088","A7","2/27/2025 12:00 AM","N","66.4","3","2/26/2026 03:04 PM","L2-OA","985113010189204"
"A0060547815","Dog","Davora","02 year(s) 01 month(s) 06 day(s)"," Black / White Terrier, Pit Bull","Available","Foster","Foster Home","2/27/2024 12:00 AM","S","49.6","3","2/27/2026 03:26 PM","L1","941010004019712"
"A0060551078","Dog","Tootsie","03 year(s) 01 month(s) 01 day(s)"," Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 501","4","3/1/2023 12:00 AM","S","51.2","3","2/27/2026 09:35 PM","L2 - SF/A","941010004136322"
"A0060551174","Dog","Hollywood","01 year(s) 07 month(s) 03 day(s)"," Black / White Terrier, American Pit Bull / Mix","Available","Dogs 081","B9","8/30/2024 12:00 AM","N","48","3","2/27/2026 11:18 PM","L1","941010004097673"
"A0060553289","Dog","Archibald","09 year(s) 01 month(s) 00 day(s)"," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","3/2/2017 12:00 AM","N","31.4","3","2/28/2026 03:28 PM","L1","941010004027145"
"A0060553475","Dog","Karma","03 year(s) 01 month(s) 00 day(s)"," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 401","1","3/2/2023 12:00 AM","S","44","3","2/28/2026 03:49 PM","L1","941010004071054"
"A0060553876","Dog","Sullivan-ADOPTED","02 year(s) 01 month(s) 00 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/2/2024 12:00 AM","N","63.8","2","2/28/2026 04:55 PM","L2-BR/RH","941010004077529"
"A0060554407","Dog","Rocko","01 year(s) 11 month(s) 17 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 501","3","4/16/2024 12:00 AM","M","39","3","2/28/2026 08:22 PM","L1","941010002249526"
"A0060554705","Dog","Tropicando","01 year(s) 01 month(s) 00 day(s)"," Brown / Tan Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Dogs 601","7","3/2/2025 12:00 AM","N","58","2","3/1/2026 04:20 PM","L2-OA","941010004032505"
"A0060555162","Dog","Queen Herby","04 year(s) 01 month(s) 00 day(s)"," Tan / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","3/2/2022 12:00 AM","S","37.8","3","3/1/2026 01:11 PM","L1","941010004062954"
"A0060555651","Dog","Peanut","02 year(s) 00 month(s) 10 day(s)"," Black / Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 088","A9","3/23/2024 12:00 AM","N","49","3","3/22/2026 03:14 PM","L1","941010004766897"
"A0060555706","Dog","Minnoe","03 year(s) 00 month(s) 30 day(s)"," Fawn Terrier, Pit Bull / Mix","Stray Wait","Dogs 406","A2","3/3/2023 12:00 AM","M","48.4","3","3/1/2026 04:18 PM","L1","941010004029811"
"A0060556065","Dog","MARGE","04 year(s) 00 month(s) 26 day(s)"," Tan Terrier, Pit Bull / Mix","Available","Dogs 068","A4","3/7/2022 12:00 AM","S","44","3","3/1/2026 05:29 PM","L1","941010004149132"
"A0060556069","Dog","BART","00 year(s) 01 month(s) 10 day(s)"," Brindle Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/23/2026 12:00 AM","M","6.4","1","3/1/2026 05:31 PM","L1",""
"A0060556176","Dog","Mrs. Sprinkles","01 year(s) 01 month(s) 01 day(s)"," Tan / White Boxer / Terrier, Pit Bull","Available","Dogs 303","A4","3/1/2025 12:00 AM","S","75.2","3","3/24/2026 03:30 PM","L1","941010004143422"
"A0060556559","Dog","Apple","03 year(s) 07 month(s) 00 day(s)"," Brindle Mixed Breed, Large (over 44 lbs fully grown) / Mix","Stray Wait","Foster","Foster Home","9/2/2022 12:00 AM","F","10","2","3/2/2026 12:49 AM","L3 SF","941010004147646"
"A0060556560","Dog","Braeburn","00 year(s) 01 month(s) 17 day(s)"," Brindle Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","10","1","3/2/2026 12:49 AM","L1",""
"A0060556561","Dog","Golden Delicious","00 year(s) 01 month(s) 17 day(s)"," Tan Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","5.5","1","3/2/2026 12:49 AM","L1",""
"A0060556564","Dog","Cosmic Crisp","00 year(s) 01 month(s) 17 day(s)"," Black Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","10","1","3/2/2026 12:49 AM","L1",""
"A0060556565","Dog","Mcintosh","00 year(s) 01 month(s) 17 day(s)"," Brindle / Black Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","10","1","3/2/2026 12:49 AM","L1",""
"A0060556566","Dog","Rome","00 year(s) 01 month(s) 17 day(s)"," Black / White Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","10","1","3/2/2026 12:49 AM","L1",""
"A0060556569","Dog","Mustsu","00 year(s) 01 month(s) 17 day(s)"," Grey Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","10","1","3/2/2026 12:49 AM","L1",""
"A0060556571","Dog","Cameo","00 year(s) 01 month(s) 17 day(s)"," Grey Terrier, Pit Bull / Mix","Under Age","Foster","Foster Home","2/16/2026 12:00 AM","M","10","1","3/2/2026 12:49 AM","L1",""
"A0060556573","Dog","Pear","04 year(s) 00 month(s) 30 day(s)"," Grey / Tan Terrier, Pit Bull / Mix","Priority","Dogs 066","A1","3/3/2022 12:00 AM","S","44","2","3/1/2026 11:00 PM","L2 - SF/FJ","941010004765241"
"A0060557289","Dog","Jupiter - ADOPTED","03 year(s) 01 month(s) 00 day(s)"," Black / Brown Belgian Malinois / Mix","Adopted","Foster","Pre-Fix","3/2/2023 12:00 AM","M","79","1","3/2/2026 11:34 AM","L2-A/EA","941010004087016"
"A0060558490","Dog","Margie-ADOPTED","00 year(s) 06 month(s) 00 day(s)"," Black / Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix","Adopted","Foster","Foster Home","10/2/2025 12:00 AM","F","7.4","2","3/2/2026 11:44 AM","L1","941010004149552"
"A0060558916","Dog","Mischievous-ADOPTED","00 year(s) 04 month(s) 00 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Adopted","Foster","Pre-Fix","12/2/2025 12:00 AM","M","15","2","3/2/2026 12:28 PM","L1","941010004091177"
"A0060560086","Dog","Reese Russell-ADOPTED","02 year(s) 00 month(s) 30 day(s)"," Brown / Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/3/2024 12:00 AM","N","53.2","3","3/2/2026 02:24 PM","L1","941010004069945"
"A0060562308","Dog","Baskin Robbins","04 year(s) 00 month(s) 30 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Featured Dogs","59","3/3/2022 12:00 AM","N","50.2","3","3/2/2026 06:51 PM","L1","941010004033712"
"A0060562656","Dog","Chingy","01 year(s) 07 month(s) 00 day(s)"," Black / Brown Terrier, Pit Bull / Mix","Available","Featured Dogs","53","9/2/2024 12:00 AM","N","54.4","3","3/2/2026 10:44 PM","L1","941010004157370"
"A0060563718","Dog","Dialga","00 year(s) 08 month(s) 29 day(s)"," Tan / White Siberian Husky / Mix","Available","Dogs 606","B6","7/4/2025 12:00 AM","S","42.4","3","3/3/2026 11:46 AM","L2-OA/EA","941010004097295"
"A0060564150","Dog","Lucario","08 year(s) 00 month(s) 29 day(s)"," Brown / White Terrier, Pit Bull / Mix","Available","Dogs 079","B5","3/4/2018 12:00 AM","N","42.6","3","3/3/2026 11:38 AM","L1",""
"A0060564730","Dog","Wimbledon-ADOPTED","00 year(s) 04 month(s) 29 day(s)"," Black / White Mixed Breed, Small (under 24 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","11/4/2025 12:00 AM","S","11.6","2","3/3/2026 11:45 AM","L2-BH/SF","941010004040516"
"A0060566528","Dog","Arcanine","06 year(s) 00 month(s) 29 day(s)"," Brown / Black Terrier, Pit Bull / Mix","Available","Dogs 068","B2","3/4/2020 12:00 AM","N","51","3","3/3/2026 03:10 PM","L1","941010004510203"
"A0060569358","Dog","Griselda","05 year(s) 00 month(s) 29 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 081","B8","3/4/2021 12:00 AM","S","57.6","3","3/3/2026 06:13 PM","L1","941010002284715"
"A0060570403","Dog","Lewis - ADOPTED","03 year(s) 00 month(s) 28 day(s)"," Brown / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/5/2023 12:00 AM","N","47.8","3","3/4/2026 02:28 PM","L2-RG","941010004138566"
"A0060571772","Dog","Karti","05 year(s) 00 month(s) 28 day(s)"," Apricot Terrier, Pit Bull / Mix","Priority","Foster","Foster Home","3/5/2021 12:00 AM","S","47.8","3","3/4/2026 11:54 AM","L2-OA","985113010002842"
"A0060571796","Dog","Wombat","03 year(s) 00 month(s) 28 day(s)"," Black / Brindle Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Dogs 088","B3","3/5/2023 12:00 AM","M","60","3","3/4/2026 11:52 AM","L2-SF/SD",""
"A0060572443","Cat","BINX",""," Black / White Domestic Shorthair / Mix","Stray Wait","Clinic","Clinic","","N","9.6","3","3/4/2026 12:53 PM","2026002420","985113005313552"
"A0060573163","Dog","Forrest","05 year(s) 00 month(s) 29 day(s)"," White / Black Terrier, Pit Bull / Pointer","Priority","Dogs 501","7","3/4/2021 12:00 AM","M","56","3","3/4/2026 02:31 PM","L3 BR","982091068999458"
"A0060576766","Dog","Bella","01 year(s) 00 month(s) 28 day(s)","Dapple Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 506","A5","3/5/2025 12:00 AM","S","57.6","3","3/4/2026 11:19 PM","L1","941010004787258"
"A0060576769","Dog","Kane","01 year(s) 00 month(s) 28 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 502","3","3/5/2025 12:00 AM","N","56","3","3/4/2026 11:24 PM","L1","941010004870315"
"A0060577294","Dog","Radolfo","00 year(s) 11 month(s) 27 day(s)","Brindle Brown / Black Terrier, Pit Bull","Priority","Receiving 129","K7","4/6/2025 12:00 AM","N","35","3","3/5/2026 12:41 PM","L2-SF","941010004024494"
"A0060580840","Dog","Cato-ADOPTED","01 year(s) 00 month(s) 26 day(s)"," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/7/2025 12:00 AM","N","62","1","3/5/2026 02:40 PM","L1","941010004022490"
"A0060581184","Dog","Crown","01 year(s) 00 month(s) 27 day(s)"," Blue / White Terrier, American Pit Bull / Mix","Available","Dogs 064","A3","3/6/2025 12:00 AM","S","47.8","3","3/5/2026 02:49 PM","L2-SF","941010004145681"
"A0060581810","Dog","Tiger","02 year(s) 00 month(s) 27 day(s)"," Tan / Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","3/6/2024 12:00 AM","N","55.6","1","3/5/2026 03:44 PM","L2-SF","985113009344988"
"A0060583448","Dog","Lois","03 year(s) 00 month(s) 27 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/6/2023 12:00 AM","S","33.6","3","3/5/2026 07:21 PM","L2-SF","941010004143061"
"A0060583580","Dog","Peter - ADOPTED","00 year(s) 03 month(s) 27 day(s)"," Brown / White Mixed Breed, Small (under 24 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","12/6/2025 12:00 AM","N","12.6","1","3/5/2026 08:11 PM","L1","941010004160909"
"A0060585216","Dog","Brocky",""," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Receiving 130","21","","M","42.8","3","3/6/2026 11:23 AM","L3-SF",""
"A0060586186","Dog","Sniffie","02 year(s) 00 month(s) 26 day(s)"," Brown / White Boxer / Mix","Available","Dogs 406","B5","3/7/2024 12:00 AM","N","46.2","3","3/6/2026 01:45 PM","L1","941010002397000"
"A0060586828","Dog","Bandicoot","02 year(s) 00 month(s) 26 day(s)"," Tan / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 064","B2","3/7/2024 12:00 AM","N","53.4","3","3/6/2026 03:05 PM","L1","941010004152301"
"A0060587506","Dog","Bandido","02 year(s) 00 month(s) 26 day(s)"," Black / Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Dogs 602","6","3/7/2024 12:00 AM","N","66.8","3","3/6/2026 02:32 PM","L2-OA","941010004128629"
"A0060587804","Dog","Nexy","03 year(s) 00 month(s) 26 day(s)"," Grey Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 403","B3","3/7/2023 12:00 AM","S","45.6","3","3/6/2026 03:18 PM","L2-SF","991003911634288"
"A0060589706","Dog","Glenda","05 year(s) 00 month(s) 26 day(s)"," Rust / White Alaskan Klee Kai / Mix","Available","Dogs 079","B2","3/7/2021 12:00 AM","S","73","3","3/6/2026 08:10 PM","L1","941010004127908"
"A0060589839","Dog","CASH",""," Black Retriever, Labrador / Mix","Priority","Dogs 301","7","","M","65","3","3/6/2026 10:57 PM","L3-A",""
"A0060589840","Dog","Princess Celestia","05 year(s) 00 month(s) 26 day(s)"," Golden Terrier, American Pit Bull / Mix","Available","Dogs 079","B4","3/7/2021 12:00 AM","F","60","3","3/6/2026 10:59 PM","L1",""
"A0060589843","Dog","Fluttershy - ADOPTED","00 year(s) 02 month(s) 09 day(s)"," Brown / Brindle Terrier, American Pit Bull / Mix","Adopted","Foster","Pre-Fix","1/24/2026 12:00 AM","M","9.4","1","3/6/2026 11:01 PM","L1","941010003980247"
"A0060589847","Dog","Apple Jack-ADOPTED","00 year(s) 02 month(s) 09 day(s)"," Brindle Terrier, American Pit Bull / Mix","Adopted","Foster","Pre-Fix","1/24/2026 12:00 AM","M","10.4","1","3/6/2026 11:03 PM","L1","941010004051103"
"A0060589947","Dog","Lime","04 year(s) 00 month(s) 26 day(s)"," Grey / White Terrier, Pit Bull / Mix","Stray Wait","Dogs 301","5","3/7/2022 12:00 AM","M","","1","3/7/2026 09:07 AM","L3-BH/SD",""
"A0060590160","Dog","Irene","01 year(s) 10 month(s) 26 day(s)"," Brown / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 502","1","5/7/2024 12:00 AM","S","31.2","3","3/7/2026 02:46 PM","L3-EA/A/H","941000029653719"
"A0060590922","Dog","Flash","10 year(s) 00 month(s) 03 day(s)"," Tan / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Pending Behavior Assessment","Dog Quarantine","B5","3/30/2016 12:00 AM","N","45","3","3/7/2026 12:35 PM","STAFF ONLY","985112008153968"
"A0060592303","Dog","Rose","02 year(s) 00 month(s) 25 day(s)"," Tan / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 067","A4","3/8/2024 12:00 AM","S","60","3","3/7/2026 04:19 PM","L1","941010001532740"
"A0060593068","Dog","Rhonda","02 year(s) 00 month(s) 25 day(s)"," Black / Brindle Rottweiler / Cane Corso","Stray Wait","Dogs 503","B1","3/8/2024 12:00 AM","F","98.2","3","3/7/2026 08:11 PM","L1","941010004151755"
"A0060594012","Dog","Mercury","00 year(s) 10 month(s) 24 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 064","A1","5/9/2025 12:00 AM","N","36","3","3/8/2026 02:34 PM","L2-SF","941010004017413"
"A0060594323","Dog","Penny Lane","09 year(s) 00 month(s) 24 day(s)"," White / Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Foster","Foster Home","3/9/2017 12:00 AM","F","40.4","3","3/8/2026 02:23 PM","L1","941010004034508"
"A0060594417","Dog","Linguista","01 year(s) 00 month(s) 25 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Nursing Mom","Foster","Foster Home","3/8/2025 12:00 AM","F","47","2","3/8/2026 03:16 PM","L1","941010004133007"
"A0060594429","Dog","Cantonese","00 year(s) 00 month(s) 26 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","","2","3/8/2026 03:16 PM","",""
"A0060594433","Dog","Yoruba","00 year(s) 00 month(s) 26 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","","2","3/8/2026 03:16 PM","",""
"A0060594444","Dog","Tagalog","00 year(s) 00 month(s) 26 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","M","1.2","2","3/8/2026 03:16 PM","",""
"A0060594449","Dog","Tajiki","00 year(s) 00 month(s) 26 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","M","","2","3/8/2026 03:16 PM","",""
"A0060594486","Dog","Urdu","00 year(s) 00 month(s) 26 day(s)"," Brown / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","M","","2","3/8/2026 03:16 PM","",""
"A0060594495","Dog","Thai","00 year(s) 00 month(s) 26 day(s)"," Brown / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","M","","2","3/8/2026 03:16 PM","",""
"A0060594505","Dog","Telugu","00 year(s) 00 month(s) 26 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","","2","3/8/2026 03:16 PM","",""
"A0060594518","Dog","Balochi","00 year(s) 00 month(s) 26 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","M","","2","3/8/2026 03:16 PM","",""
"A0060594524","Dog","Dari","00 year(s) 00 month(s) 26 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","1.35","2","3/8/2026 03:16 PM","",""
"A0060595673","Dog","Rudolph","02 year(s) 00 month(s) 24 day(s)"," Brindle / Grey Cane Corso / Mix","Available","Dogs 081","B7","3/9/2024 12:00 AM","N","73","3","3/9/2026 06:31 AM","L1","941010005063544"
"A0060598170","Dog","Smitty","05 year(s) 00 month(s) 24 day(s)"," Black / White Cane Corso / Mix","Stray Wait","Dogs 606","A3","3/9/2021 12:00 AM","M","92","3","3/9/2026 02:53 PM","L1","941010004055439"
"A0060598528","Dog","Tosino","00 year(s) 07 month(s) 23 day(s)"," White / Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","8/10/2025 12:00 AM","N","27.4","3","3/9/2026 01:47 PM","L1","941010004012445"
"A0060599012","Dog","Shoogie-ADOPTED","00 year(s) 09 month(s) 09 day(s)"," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","6/24/2025 12:00 AM","S","30.2","1","3/9/2026 03:23 PM","L1","941010004158557"
"A0060599115","Cat","Pip","00 year(s) 00 month(s) 26 day(s)"," Grey Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","2.93","1","3/9/2026 02:31 PM","L1",""
"A0060599143","Cat","Skip","00 year(s) 00 month(s) 26 day(s)"," Grey Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","3.21","1","3/9/2026 02:31 PM","L1",""
"A0060599164","Cat","Chip","00 year(s) 00 month(s) 26 day(s)"," Grey Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/7/2026 12:00 AM","F","3.77","1","3/9/2026 02:31 PM","L1",""
"A0060599184","Dog","Meelah","00 year(s) 09 month(s) 24 day(s)"," Brindle / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 603","B4","6/9/2025 12:00 AM","S","41","3","3/9/2026 03:14 PM","L1","941010004141353"
"A0060599235","Dog","Dinella-ADOPTED","00 year(s) 07 month(s) 24 day(s)"," Brown / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Adopted","Foster","Foster Home","8/9/2025 12:00 AM","F","31.6","3","3/9/2026 03:12 PM","L1","941010004043981"
"A0060600141","Dog","Lione","02 year(s) 00 month(s) 23 day(s)"," Tan / Black German Shepherd / Mix","Rescue","Dogs 501","1","3/10/2024 12:00 AM","N","54","3","3/9/2026 03:55 PM","L3 A/BR","941010004013678"
"A0060600255","Dog","FAA","02 year(s) 00 month(s) 23 day(s)"," Grey / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 081","B5","3/10/2024 12:00 AM","N","53.6","3","3/9/2026 04:13 PM","L1","941010004080289"
"A0060600824","Cat","Suess","01 year(s) 00 month(s) 23 day(s)"," Black / White Domestic Shorthair / Mix","Nursing Mom","Foster","Foster Home","3/10/2025 12:00 AM","F","","2","3/9/2026 05:18 PM","L2-SF",""
"A0060600858","Cat","Two Fish","00 year(s) 00 month(s) 27 day(s)"," Black / White Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/6/2026 12:00 AM","M","0.28","1","3/9/2026 05:18 PM","L1",""
"A0060600867","Cat","Red Fish","00 year(s) 00 month(s) 27 day(s)"," Black / White Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/6/2026 12:00 AM","U","0.31","1","3/9/2026 05:18 PM","L1",""
"A0060600876","Cat","Blue Fish","00 year(s) 00 month(s) 27 day(s)"," Black / White Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/6/2026 12:00 AM","F","0.34","1","3/9/2026 05:18 PM","L1",""
